file,synopsis,genres,amazon_rating,global_ratings,error,imdb-rating-badge,runtime-badge,release-year-badge,rating-badge,link,x-ray-badge,hdr-badge,uhd-badge
2474_Lord_of_War.html,"Oscar winner Nicolas Cage stars in this taut, action-packed tale of a notorious arms dealer who sold weapons to dictators and successfully outran the law for nearly twenty years.","Drama,Action",Rated 4.6 out of 5 stars by 5139 Amazon customers.,"5,139",1,IMDb 7.6,2 h 1 min,2005,R,/gp/video/detail/B07ZSXH9QX/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2475_Death_Wish_1974.html,"A responsible, law-abiding architect seeks vengeance and becomes a one-man judge, jury, and executioner of New York City's criminal element when his wife is murdered and his daughter is attacked.","Suspense,Drama",Rated 4.6 out of 5 stars by 2734 Amazon customers.,"2,734",1,IMDb 6.9,1 h 33 min,1974,R,/gp/video/detail/B07NHY9YMM/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2484_Road_to_El_Dorado.html,"DreamWorks Animation presents this comedic tale of friendship and adventure. Tulio and Miguel, a pair of two-bit con men, believe they have found their path to fortune and glory when they win a map to El Dorado, the legendary City of Gold.  But they find their troubles are just beginning - as they fulfill their dreams of gold, their friendship and the very fate of El Dorado hang in the balance.","Animation,Adventure",Rated 4.8 out of 5 stars by 6973 Amazon customers.,"6,973",1,IMDb 6.9,1 h 29 min,2000,PG,/gp/video/detail/B079HX8M1B/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2504_Me_Myself_And_Irene.html,"Mild-mannered Charlie, a cop with multiple personality disorder, escorts Irene back to her hometown - and loses his medication on the trip. Soon, Charlie and his aggressive alter ego Hank both fall in love with the confused Irene.",Comedy,Rated 4.6 out of 5 stars by 6523 Amazon customers.,"6,523",1,IMDb 6.6,1 h 56 min,2000,R,/gp/video/detail/B000SW16FI/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2515_What_a_Girl_Wants.html,"Daphne (Amanda Bynes), a spirited young American girl, travels to London in search of her long-lost father (Colin Firth), an influential aristoc ratic politician.","Comedy,Drama",Rated 4.7 out of 5 stars by 2707 Amazon customers.,"2,707",1,IMDb 5.8,1 h 44 min,2003,PG,/gp/video/detail/B008PZZ6LU/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
252_At_Close_Range.html,Sean Penn and Christopher Walken are electrifying in this powerful true story of a young man who is corrupted by his criminal father.,Drama,Rated 4.5 out of 5 stars by 1527 Amazon customers.,"1,527",1,IMDb 6.9,1 h 55 min,1986,R,/gp/video/detail/B00NQGO7V8/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2540_Dirty_Harry.html,A police detective defies his superiors and gambles with innocent lives to capture a sniper terrorizing San Francisco.,"Suspense,Drama",Rated 4.8 out of 5 stars by 4880 Amazon customers.,"4,880",1,IMDb 7.7,1 h 42 min,1971,R,/gp/video/detail/B002VT8RDK/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2544_The_Pilots_Wife.html,"Kathryn, a recently widowed woman, struggles to learn if her husband intentionally crashed the plane he was piloting. The black box recovered from the wreckage suggests he was a terrorist, but she suspects something worse is happening.","Suspense,Drama",Rated 4 out of 5 stars by 118 Amazon customers.,118,1,IMDb 5.6,1 h 29 min,2002,PG-13,/gp/video/detail/B07WNXLPW2/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2553_Audrey_Hepburn_The_Unforgiven__In_Technicolor__Uncut.html,"This classic film from one of the greatest directors of the 20th century (John Huston), boasts an incredible cast. Well-shot and well-acted, with a solid story to boot,...The neighbors of a frontier family turn on them when it is suspected that their adopted daughter was stolen from the local Kiowa tribe. There is plenty of action and suspense with Indian fights, dramatic events, & more.","Drama,Western,Romance",Rated 3.6 out of 5 stars by 85 Amazon customers.,85,1,IMDb 6.6,2 h 1 min,1960,16+,/gp/video/detail/B09JX41RR6/ref=atv_dp_atf_prime_sd_mv_resume_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2555_Dances_with_Wolves.html,Dances With Wolves chronicles the exploits of Lieutenant John Dunbar (Kevin Costner) during the Civil War after encountering and eventually being accepted by a Native American tribe.,"Drama,Western",Rated 4.8 out of 5 stars by 11207 Amazon customers.,"11,207",1,IMDb 8.0,3 h 1 min,1990,PG-13,/gp/video/detail/B00BHI5H4S/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
255_Punisher_War_Zone.html,"Continuing his crusade to punish violent criminals in America, former FBI agent Frank Castle arrives in New York to take on a scarred villain who plots to take control of the underworld.","Suspense,Drama",Rated 4.4 out of 5 stars by 1347 Amazon customers.,"1,347",1,IMDb 5.9,1 h 36 min,2008,R,/gp/video/detail/B008Y717U8/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,HDR,UHD
2564_Tucker_the_Man_and_His_Dream_International.html,A car designer goes up against the whole auto industry with his revolutionary car designs.,"Comedy,Drama",Rated 4.5 out of 5 stars by 50 Amazon customers.,50,1,IMDb 6.9,1 h 50 min,1988,PG,/gp/video/detail/B07W4VZY6S/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2595_The_Day_the_Earth_Stood_Still_1951.html,An alien being and his guardian robot travel to Earth on a peace mission to warn the world's leaders about nuclear war but will fear and panic stop him before he can get his message across.,"Science Fiction,Drama",Rated 4.8 out of 5 stars by 6415 Amazon customers.,"6,415",1,IMDb 7.8,1 h 32 min,1951,G,/gp/video/detail/B0BZWC4LNH/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2636_Resident_Evil.html,"A deadly viral outbreak occurs in the Hive, a vast underground research facility, killing numerous employees. When a commando team tries isolate the virus, they soon discover that the workers are not really dead; they are now the ravenous Undead.","Science Fiction,Horror",Rated 4.6 out of 5 stars by 7072 Amazon customers.,"7,072",1,IMDb 6.6,1 h 40 min,2002,R,/gp/video/detail/B000MPEIF6/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,HDR,UHD
284_Traffic.html,"While a judge's anti-drug campaign leads him to his own daughter, a DEA agent targets a trafficker's wife, and a policeman fights corruption.","Suspense,Drama",Rated 4.5 out of 5 stars by 2286 Amazon customers.,"2,286",1,IMDb 7.6,2 h 27 min,2001,R,/gp/video/detail/B002O4KGLS/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
285_FrostNixon.html,David Frost holds a historic interview with Richard Nixon three years after Watergate.,"Drama,Historical",Rated 4.5 out of 5 stars by 885 Amazon customers.,885,1,IMDb 7.7,2 h 2 min,2009,R,/gp/video/detail/B00274CUAA/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
286_Kaal.html,"After a series of mysterious deaths,wildlife expert Krish Thapar (John Abraham) is sent to Corbett National Park with his wife Riya (Esha Deol) to investigate the cause of the deaths.They meet a group of friends led by Dev (Vivek Oberoi) who come hunting to the forest.This entire group faces a battle for survival in the midst of spooky locations,mysterious deaths,man-eating tigers and Kaali!","Horror,International",Rated 2.9 out of 5 stars by 11 Amazon customers.,11,1,IMDb 4.7,2 h 5 min,2005,16+,/gp/video/detail/B095HTXK4Q/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
353_Christmas_DoOver.html,"Kevin tries to be involved with his son and ex-wife's family for Christmas. During dinner, he thought his Christmas *day* couldn't be more screwed; his son suddenly wishes it was Christmas every day. After that, it was a regular Groundhog's Day. Kevin learns new dance moves and can actually sing but don't let the caroling fool you.","Kids,Comedy",Rated 4.4 out of 5 stars by 202 Amazon customers.,202,1,IMDb 5.5,1 h 29 min,2006,13+,/gp/video/detail/B092LKPV9H/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
371_The_Goonies.html,"Brothers uncover a treasure map, and with their friends, descend to a subterranean sea and an abandoned galleon in this fun-filled, fast-paced adventure.","Comedy,Drama",Rated 4.8 out of 5 stars by 39099 Amazon customers.,"39,099",1,IMDb 7.7,1 h 53 min,1985,PG,/gp/video/detail/B004ADB17Y/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,UHD
373_Dead_End.html,"It's Christmas Eve and like every year, the Harringtons take a trip to their in-laws to celebrate the holidays. Taking an unfamiliar shortcut, Mr. Harrington makes the biggest mistake of his life, leading his family down a terror-filled road with no end.","Suspense,Horror",Rated 4.3 out of 5 stars by 850 Amazon customers.,850,1,IMDb 6.5,1 h 23 min,2004,R,/gp/video/detail/B07WNS7BQX/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
375_Galaxy_Quest.html,The alumni cast of a cult space TV show have to play their roles as the real thing when an alien race needs their help.,"Science Fiction,Comedy",Rated 4.8 out of 5 stars by 16193 Amazon customers.,"16,193",1,IMDb 7.4,1 h 42 min,1999,7+,/gp/video/detail/B007QA3AH2/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
383_The_Running_Man.html,A wrongly convicted man (Arnold Schwarzenegger) must try to survive a public execution gauntlet staged as a game show.,"Suspense,Horror",Rated 4.7 out of 5 stars by 5482 Amazon customers.,"5,482",1,IMDb 6.7,1 h 40 min,1987,R,/gp/video/detail/B00JE5NGH6/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,HDR,UHD
392_Monster_Island.html,Six friends win a vacation to the Bermuda Triangle and become trapped with only an MTV Crew to help keep them alive. They have to rescue Carmen Electra escape while they all battle the monsters on Monster Island.,"Science Fiction,Comedy,Horror",Rated 3.7 out of 5 stars by 72 Amazon customers.,72,1,IMDb 3.5,1 h 32 min,2004,13+,/gp/video/detail/B09JYLRHYT/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
3_Inglourious_Basterds.html,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theater owner's vengeful plans for the same.","Drama,Adventure",Rated 4.7 out of 5 stars by 22012 Amazon customers.,"22,012",1,IMDb 8.3,2 h 32 min,2009,R,/gp/video/detail/B002YCVWXQ/ref=atv_dp_atf_prime_sd_mv_resume_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
421_Dead_Men_Dont_Wear_Plaid.html,"As the private eyes of private eyes, Steve Martin is Rigby Reardon. He's tough, rough and ready to take on anything when Juliet Forrest (Rachel Ward) appears on the scene with a case: her father, a noted scientist, philanthropist and cheesemaker, haS died mysteriously. Reardon immediately smells a rat and follows a complex maze of clues that lead him to the ""Carlotta Lists"".","Suspense,Comedy",Rated 4.6 out of 5 stars by 1706 Amazon customers.,"1,706",1,IMDb 6.8,1 h 28 min,1982,PG,/gp/video/detail/B002SWPLKW/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
455_Netherbeast_Incorporated.html,"It's just another day at NetherBeast Incorporated: cubicles, coffee and blood in the drinking fountain. They are, after all, vampires. But all is not well when an employee is found dead with a stake through his heart. This is going to be one hell of a day at the office.","Science Fiction,Comedy",Rated 3.7 out of 5 stars by 164 Amazon customers.,164,1,IMDb 5.5,1 h 29 min,2007,16+,/gp/video/detail/B091YLYSNG/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
538_Luck_By_Chance.html,"The movie depicts how Bollywood is not just about the glitz and glamour but also about the struggles people go through to make it big. This could not be more true for couple Vikram (Farhan Akhtar) and Sona (Konkona Sen Sharma) who are trying to shine in a dog eat dog industry. Vikram seems to be willing to go to any extent, but there is a price to pay.",Drama,Rated 4 out of 5 stars by 56 Amazon customers.,56,1,,2 h 35 min,2009,13+,/gp/video/detail/B094H1VWYR/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
542_Candyman_2_Farewell_to_the_Flesh.html,His myth has endured for generations. His legacy is eternal rage. And now he's back   with a vengeance!,"Suspense,Horror",Rated 4.5 out of 5 stars by 2451 Amazon customers.,"2,451",1,IMDb 5.2,1 h 34 min,1995,R,/gp/video/detail/B01BZ1TUS0/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
544_Meatballs.html,Bill Murray stars as Tripper who guides a fun-seeking collection of lovable campers and libidinous staff members through the unique pleasures of a hysterical coed summer experience.,"Comedy,Young Adult Audience",Rated 4.7 out of 5 stars by 2217 Amazon customers.,"2,217",1,IMDb 6.2,1 h 33 min,1979,16+,/gp/video/detail/B0865KBZD6/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
553_Saw.html,Two strangers awaken in a room with no memory of how they got there and soon discover that they are pawns in a deadly game orchestrated by a serial killer.,"Suspense,Horror",Rated 4.4 out of 5 stars by 4771 Amazon customers.,"4,771",1,IMDb 7.6,1 h 43 min,2004,R,/gp/video/detail/B000XSEPYQ/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,HDR,UHD
563_The_Things_We_Carry.html,"When her addict mother dies, Emmie returns home, traveling through the underbelly of suburbia looking for a package her mother left behind, reconnecting with her estranged sister, Eve, along the way. This independent film screened at eighteen festivals across the US, winning a number of awards.",Drama,Rated 3.5 out of 5 stars by 29 Amazon customers.,29,1,IMDb 6.6,1 h 16 min,2009,13+,/gp/video/detail/B09G6VCM4T/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
565_The_Dresser.html,Personal Assistant Norman (Sir Tom Courtenay) of deteriorating veteran actor Sir (Albert Finney) struggles to get him through a difficult performance of King Lear.,Drama,Rated 4.5 out of 5 stars by 289 Amazon customers.,289,1,IMDb 7.5,1 h 58 min,1983,16+,/gp/video/detail/B001E8WQSQ/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
567_Husbands.html,"After the death of a common friend, three married men leave their lives together, seeking pleasure and freedom and ultimately leaving for London.","Comedy,Drama",Rated 4 out of 5 stars by 143 Amazon customers.,143,1,IMDb 7.1,2 h 11 min,1970,PG-13,/gp/video/detail/B00ILICDR6/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
619_White_Zombie.html,"A young man, Charles Beaumont (Robert Frazer) turns to a witch doctor 'Murder' Legendre (Bela Lugosi) to lure the woman he loves, Madeline Short (Madge Bellamy) away from her fiance John Harron (Neil Parker), but instead turns her into a zombie slave.",Horror,Rated 4.5 out of 5 stars by 299 Amazon customers.,299,1,IMDb 6.2,1 h 6 min,1932,13+,/gp/video/detail/B099HDJRGF/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
6_Saving_Private_Ryan.html,"Based on a World War II drama. US soldiers try to save their comrade, paratrooper Private Ryan, who's stationed behind enemy lines.","Drama,Military and War",Rated 4.8 out of 5 stars by 31690 Amazon customers.,"31,690",1,IMDb 8.6,2 h 49 min,1998,18+,/gp/video/detail/B07RHZ7SFL/ref=atv_dp_atf_prime_sd_mv_resume_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,HDR,UHD
70__Sammy_Davis_Jr_in_Anna_Lucasta__All_Black_Cast_Classic.html,"When wild child Anna Lucasta (Eartha Kitt), is banished from the family home by her self-righteous father, she falls into prostitution and into the arms of streetwise sailor Danny Johnson (Sammy Davis, Jr.). But after she shocks them all by finally finding her true love with a young suitor, her unforgiving father sets a vengeful plan in motion to remind his daughter of her sordid past.","Suspense,Drama",Rated 4.9 out of 5 stars by 18 Amazon customers.,18,1,IMDb 6.8,1 h 36 min,1958,13+,/gp/video/detail/B09DK521CN/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
711_Death_Line.html,"When people vanish inside a London subway station, Inspector Calhoun (Donald Pleasence of Halloween) investigates and makes a horrifying discovery. The lone descendant of a grisly tribe has surfaced, prowling the streets for fresh victims... and a new mate.","Suspense,Horror",Rated 3.9 out of 5 stars by 237 Amazon customers.,237,1,IMDb 5.9,1 h 27 min,1973,16+,/gp/video/detail/B07736TK3P/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
716_Troll_2.html,"Trolls live in the woods around Nibog and feed on the town's population. By transforming themselves into people, the trolls are able to come into town and pick their menu. This summer, their prey is the Waits Family, who have arrived to spend their vacation in the countryside. But before the trolls can eat them, they must first be turned into vegetables.","Comedy,Horror,Fantasy",Rated 4.5 out of 5 stars by 1231 Amazon customers.,"1,231",1,IMDb 2.9,1 h 34 min,1990,PG-13,/gp/video/detail/B001BY24MQ/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
731_Blonde_Ambition.html,"A young woman's unconventional, comedic journey up the corporate ladder while finding love along the way.",Comedy,Rated 3.7 out of 5 stars by 172 Amazon customers.,172,1,IMDb 3.9,1 h 32 min,2007,PG-13,/gp/video/detail/B0B75234SR/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
761_Jesus_Camp.html,"A growing number of Evangelical Christians believe there is a revival underway in America that requires youth to assume leadership roles. Levi, Rachael, and Tory spend their summer at Pastor Becky Fischer's camp in North Dakota, learning how to become dedicated Christian soldiers in ""God's army.""",Documentary,Rated 4.3 out of 5 stars by 691 Amazon customers.,691,1,IMDb 7.4,1 h 24 min,2006,PG-13,/gp/video/detail/B001AMRHNU/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
78_TimecrimesEnglish_Subtitled.html,A man being pursued by a murderer stumbles into a mysterious lab and accidentally travels back in time.,"Science Fiction,Suspense,Horror",Rated 4.2 out of 5 stars by 733 Amazon customers.,733,1,IMDb 7.1,1 h 32 min,2007,R,/gp/video/detail/B0023M0GW0/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
800_Rock_On.html,"Four talented friends(Farhan Akthar, Purab Kholi, Arjun Rampal and Luke Kenny) pursue their passion making it big as a band, only to fail. Years later, fate brings them together with a second chance. After struggling through the rough patches, Adi, Joe, KD and Rob eventually form the country's best band, Magic and rock the nation with their outstanding live performances.","Drama,International",Rated 3.8 out of 5 stars by 41 Amazon customers.,41,1,,2 h 25 min,2008,16+,/gp/video/detail/B093T4P2FT/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
826_Happy_Go_Lucky_1936.html,"A singer (Venable) believes her marine pilot husband, accused of treason, has died in the Pacific. She decides to take a singing job in Shanghai, and finds a man who looks exactly like her husband dancing in a club act. Realizing it is her husband, and thinking he must have amnesia, she sets out to help him recover his memory and clear his name.","Comedy,Suspense,Military and War",Rated 3.5 out of 5 stars by 12 Amazon customers.,12,1,IMDb 5.0,53min,1936,PG,/gp/video/detail/B0013Z0XVM/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
872_The_Most_Dangerous_Game.html,"A psychotic big game hunter, Zaroff (Leslie Banks) deliberately strands the survivor, Robert Rainsford (Joel McCrae), of a luxury yacht on a remote island. It is here Zaroff begins to hunt Rainsford and a companion, Eve Trowbridge (Fay Wray), for sport.",Action,Rated 4.3 out of 5 stars by 337 Amazon customers.,337,1,IMDb 7.1,1 h 1 min,1932,13+,/gp/video/detail/B099H8MWC6/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
875_The_Flying_Deuces.html,"Oliver is heartbroken when he finds that Georgette, the inkeeper's daughter he's fallen in love with, is already married to dashing Foreign Legion officer Francois.","Comedy,Military and War",Rated 4.1 out of 5 stars by 308 Amazon customers.,308,1,IMDb 6.8,1 h 3 min,1939,PG-13,/gp/video/detail/B07DL21XS7/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
884_Fay_Grim.html,A single mother from Queens becomes unwittingly embroiled in international espionage in director Hal Hartley's sequel to the critically acclaimed Henry Fool.,"Suspense,Comedy",Rated 4 out of 5 stars by 97 Amazon customers.,97,1,IMDb 6.1,1 h 58 min,2007,16+,/gp/video/detail/B001AT95D8/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
885_Diggstown.html,"Highlighted by suspenseful boxing sequences, this witty film casts James Woods, Bruce Dern and Louis Gossett, Jr. as offbeat characters who live for sparring, betting and swindling.","Comedy,Drama",Rated 4.7 out of 5 stars by 523 Amazon customers.,523,1,IMDb 6.9,1 h 37 min,1992,R,/gp/video/detail/B00K1WHZM8/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
898_Bella.html,"Sooner or later every one of us will face an irreversible moment that will change our lives forever. If it hasn't happened to you yet, it will. BELLA is a true love story about how one day in New York City changed three people forever.","Drama,Romance",Rated 4.5 out of 5 stars by 938 Amazon customers.,938,1,IMDb 7.1,1 h 31 min,2007,PG-13,/gp/video/detail/B07XLX7JCJ/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
955_A_Funny_Thing_Happened_on_the_Way_to_the_Forum.html,"Zero Mostel, Buster Keaton, Phil Silvers and an all-star cast scam their way through this boisterous romp amidst gorgeous girls, mistaken identities, stunning surprises, cunning disguises and great Sondheim songs.",Comedy,Rated 4.6 out of 5 stars by 1284 Amazon customers.,"1,284",1,IMDb 6.8,1 h 37 min,1966,13+,/gp/video/detail/B001BKHU5G/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
989_The_Harimaya_Bridge.html,A grieving father mourning the death of his estranged son travels to rural Japan to collect his artwork but instead discovers the destructive power of prejudice while finally learning about the son he never knew and the secrets he left behind.,Drama,Rated 4.2 out of 5 stars by 36 Amazon customers.,36,1,IMDb 6.4,2h,2009,13+,/gp/video/detail/B005FDWERE/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
